VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mexico,2020,44.81702434,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mongolia,2020,3.395007342,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Morocco,2020,50.75121202,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mozambique,2020,1.751486326,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Myanmar,2020,5.801501397,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Namibia,2020,0.861552567,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nepal,2020,8.311832662,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Netherlands (Kingdom of the),2020,16.80356059,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,New Zealand,2020,8.04808476,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nicaragua,2020,2.220900209,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Niger,2020,11.02093771,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nigeria,2020,9.668217054,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,North Macedonia,2020,38.70232333,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa,2020,120.55,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa and Western Asia,2020,84.14,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern America,2020,20.19,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Norway,2020,2.046463878,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania,2020,2.74,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania (excluding Australia and New Zealand),2020,0.16,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oman,2020,116.7142857,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Pakistan,2020,116.3057481,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Palestine,2020,50.26387106,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Panama,2020,0.90107111,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Papua New Guinea,2020,0.132242833,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Paraguay,2020,1.835399711,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Peru,2020,7.181445604,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Philippines,2020,26.25103853,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Poland,2020,30,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Portugal,2020,12.31571228,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Puerto Rico,2020,19.53561063,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Qatar,2020,431.0344828,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Korea,2020,85.22183304,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Moldova,2020,12.56311256,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Romania,2020,6.00692819,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Russian Federation,2020,4.122242749,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Rwanda,2020,20.1986755,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Kitts and Nevis,2020,50.83333333,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Lucia,2020,14.3,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,2020,7.9,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sao Tome and Principe,2020,1.876146789,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saudi Arabia,2020,974.1666667,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Senegal,2020,16.2764487,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Serbia,2020,6.00078891,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sierra Leone,2020,0.495794393,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Singapore,2020,83.11666667,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Slovakia,2020,2.388123924,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Slovenia,2020,6.781609195,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Small Island Developing States,2020,3.65,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Somalia,2020,24.52774059,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,South Africa,2020,65.03362152,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,South Sudan,2020,4.226075787,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,South-eastern Asia,2020,20.42,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Southern Asia,2020,77.49,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Spain,2020,43.25403923,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sri Lanka,2020,90.78541375,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sub-Saharan Africa,2020,6.18,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sudan,2020,118.6563877,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Suriname,2020,3.950609365,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sweden,2020,3.582972583,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Switzerland,2020,6.498855835,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Syrian Arab Republic,2020,124.3601389,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Tajikistan,2020,69.94326428,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Thailand,2020,23.01393518,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Timor-Leste,2020,28.26821032,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Togo,2020,3.391634981,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Trinidad and Tobago,2020,20.32648126,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Tunisia,2020,98.11339918,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Turkmenistan,2020,135.2138073,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Türkiye,2020,45.7056971,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Uganda,2020,5.82799634,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Ukraine,2020,12.25576574,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,United Arab Emirates,2020,1587.333333,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,United Kingdom of Great Britain and Northern Ireland,2020,14.35464621,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,United Republic of Tanzania,2020,12.96324081,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,United States of America,2020,28.16198427,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Uruguay,2020,9.786096257,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Uzbekistan,2020,168.924577,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Venezuela (Bolivarian Republic of),2020,7.540366667,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Viet Nam,2020,18.13031538,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Western Asia,2020,69.15,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,World,2020,18.3,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Yemen,2020,169.7619048,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Zambia,2020,2.835497836,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Zimbabwe,2020,35.40538538,%,E,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Bolivia (Plurinational State of),2020,5,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,China,2020,1300,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Ghana,2020,0.74,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,India,2020,7.5,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Iran (Islamic Republic of),2020,240,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Jordan,2020,0.665,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Kenya,2020,2,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Mexico,2020,387.6,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Morocco,2020,8,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Nepal,2020,2.01,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Pakistan,2020,32.5,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Peru,2020,9.35,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Saudi Arabia,2020,2.85,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Senegal,2020,16,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Sudan,2020,2.8,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Syrian Arab Republic,2020,40,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Türkiye,2020,9.16,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of not treated municipal wastewater,Viet Nam,2020,5.9,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Algeria,2020,1.2,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Argentina,2020,20,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Australia,2020,73.993,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Bahrain,2020,1.25,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Bolivia (Plurinational State of),2020,1.56,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Chile,2020,130,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,China,2020,3618,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Cyprus,2020,38.2,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Ecuador,2020,0.08,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Egypt,2020,35.5,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,France,2020,4.2,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Georgia,2020,0,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Germany,2020,3,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Greece,2020,4.7,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,India,2020,1.32,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Israel,2020,40,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Italy,2020,4,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Jordan,2020,3.7,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Kazakhstan,2020,46.26,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Kuwait,2020,9,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Libya,2020,2.9,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Luxembourg,2020,0,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Malta,2020,0.28,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Mexico,2020,96.72566,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Morocco,2020,15.77,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Paraguay,2020,53.13,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Peru,2020,1.35,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Philippines,2020,3,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Qatar,2020,0.858,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Saudi Arabia,2020,51.92,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Syrian Arab Republic,2020,9,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Tajikistan,2020,25.2,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Tunisia,2020,8.48,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Türkiye,2020,9.16,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,United Arab Emirates,2020,17,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,United States of America,2020,14.47,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Venezuela (Bolivarian Republic of),2020,2.9,1000 ha,I,FALSE
Water use,Wastewater,Area equipped for irrigation by direct use of treated municipal wastewater,Zimbabwe,2020,2.6,1000 ha,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Algeria,2020,0.27,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Argentina,2020,0.295,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Austria,2020,1.142,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Bahrain,2020,0.073,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Belarus,2020,1.35,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Canada,2020,10.3,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Chile,2020,0.974,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,China,2020,62.46,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Colombia,2020,0.608,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Costa Rica,2020,0.099,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Cyprus,2020,0.054,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Czechia,2020,1.386,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Denmark,2020,0.795,10^9 m3/year,I,FALSE
Water use,Wastewater,Capacity of the municipal wastewater treatment facilities,Egypt,2020,4.745,10^9 m3/year,I,FALSE
